,score_Machiavellianism,score_Psychopathy,score_Narcissism
score_Machiavellianism,0.0,0.05499998852610588,0.05725908279418945
score_Psychopathy,0.05499998852610588,0.0,0.05366995185613632
score_Narcissism,0.05725908279418945,0.05366995185613632,0.0
