,score_Machiavellianism,score_Psychopathy,score_Narcissism
BFI_A_sum,0.4235294117647059,0.23214285714285715,0.42857142857142855
BFI_C_sum,0.047058823529411764,0.03571428571428571,0.01020408163265306
BFI_N_sum,0.0,0.0,0.04081632653061224
RSES_sum,0.047058823529411764,0.0,0.04081632653061224
TEQ_sum,0.18823529411764706,0.625,0.07142857142857142
age,0.29411764705882354,0.10714285714285714,0.40816326530612246
